Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
List of tsunamis,"JAPAN-IWATE, JAPAN: 20/02/1979 06:32:32.2",Earthquake mag: 6.4; Max water height (m): 0.12; Magnitude (Iida): -1.7Deaths: NA,1979-02-20,1979-02-20,11,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-SE. ALASKA, AK: 28/02/1979 21:27:8.1",Earthquake mag: 7.5; Max water height (m): 0.15; Magnitude (Iida): -1.7Deaths: NA,1979-02-28,1979-02-28,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 14/03/1979 11:07:16.3,Earthquake mag: 7.6; Max water height (m): 1.3; Magnitude (Iida): -3.3Deaths: NA,1979-03-14,1979-03-14,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-NAGASAKI, JAPAN: 31/03/1979 NA:NA:NA",Earthquake mag: NA; Max water height (m): 4.8; Magnitude (Iida): NADeaths: 3,1979-03-31,1979-03-31,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MONTENEGRO-MONTENEGRO: BAR ULCINJ: 09/04/1979 02:10:20.3,Earthquake mag: 5.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1979-04-09,1979-04-09,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MONTENEGRO-MONTENEGRO: 15/04/1979 06:19:44.1,Earthquake mag: 6.9; Max water height (m): 3; Magnitude (Iida): NADeaths: 1,1979-04-15,1979-04-15,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-CRETE: 15/05/1979 06:59:21.2,Earthquake mag: 5.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1979-05-15,1979-05-15,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-LOMBLEN ISLAND [LEMBATA]: 18/07/1979 NA:NA:NA,Earthquake mag: NA; Max water height (m): 9; Magnitude (Iida): NADeaths: 1239,1979-07-18,1979-07-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-LOMBLEN ISLAND [LEMBATA]: 09/08/1979 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1979-08-09,1979-08-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VENEZUELA-PUERTO CUMAREBO: 03/09/1979 02:12:NA,Earthquake mag: 5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1979-09-03,1979-09-03,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-IRIAN JAYA: 12/09/1979 05:17:51.4,Earthquake mag: 7.9; Max water height (m): 2; Magnitude (Iida): 1Deaths: 100,1979-09-12,1979-09-12,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-NORTHERN NORWAY: 06/10/1979 NA:NA:NA,Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1979-10-06,1979-10-06,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,FRANCE-FRENCH RIVIERA (LIGURIAN SEA): 16/10/1979 13:57:NA,Earthquake mag: NA; Max water height (m): 10; Magnitude (Iida): 1.6Deaths: 9,1979-10-16,1979-10-16,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,FIJI-FIJI ISLANDS: 16/11/1979 15:21:25.7,Earthquake mag: 6.9; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1979-11-16,1979-11-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"COLOMBIA-COLOMBIA: OFF SHORE, PACIFIC OCEAN: 12/12/1979 07:59:5.6",Earthquake mag: 8.1; Max water height (m): 6; Magnitude (Iida): 2.3Deaths: 600,1979-12-12,1979-12-12,54,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PORTUGAL-AZORES: 01/01/1980 16:42:42.1,Earthquake mag: 6.9; Max water height (m): 0.41; Magnitude (Iida): NADeaths: NA,1980-01-01,1980-01-01,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 23/02/1980 05:51:3.2,Earthquake mag: 7; Max water height (m): 0.16; Magnitude (Iida): -0.7Deaths: NA,1980-02-23,1980-02-23,10,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-WASHINGTON: 18/05/1980 NA:NA:NA,Earthquake mag: NA; Max water height (m): 250; Magnitude (Iida): NADeaths: NA,1980-05-18,1980-05-18,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PORTUGAL-AZORES: 22/05/1980 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1980-05-22,1980-05-22,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU ISLAND: 29/06/1980 07:20:5.5,Earthquake mag: 6.2; Max water height (m): 0.56; Magnitude (Iida): -0.7Deaths: NA,1980-06-29,1980-06-29,16,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 17/07/1980 19:42:23.2,Earthquake mag: 7.9; Max water height (m): 0.14; Magnitude (Iida): -1.7Deaths: NA,1980-07-17,1980-07-17,34,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ALGERIA-EL ASNAM: 10/10/1980 12:25:26,Earthquake mag: 7.1; Max water height (m): 0.7; Magnitude (Iida): NADeaths: NA,1980-10-10,1980-10-10,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-E. HONSHU ISLAND: 18/01/1981 18:17:24.4,Earthquake mag: 6.9; Max water height (m): 0.37; Magnitude (Iida): -1.3Deaths: NA,1981-01-18,1981-01-18,28,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-ATHENS-EASTERN GULF OF CORINTH: 24/02/1981 20:53:38.4,Earthquake mag: 6.7; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1981-02-24,1981-02-24,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-GULF OF CORINTH: 04/03/1981 21:58:5.9,Earthquake mag: 6.4; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1981-03-04,1981-03-04,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOUTH AFRICA-AGULHAS BANK: 11/05/1981 07:10:NA,Earthquake mag: NA; Max water height (m): 0.29; Magnitude (Iida): NADeaths: NA,1981-05-11,1981-05-11,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-NEW ZEALAND: 25/05/1981 05:25:14.4,Earthquake mag: 7.6; Max water height (m): 0.3; Magnitude (Iida): -1.7Deaths: NA,1981-05-25,1981-05-25,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SAMOA-SAMOA ISLANDS: 01/09/1981 09:29:31.5,Earthquake mag: 7.7; Max water height (m): 1; Magnitude (Iida): -3.3Deaths: NA,1981-09-01,1981-09-01,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-KRAKATAU: 20/10/1981 NA:NA:NA,Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1981-10-20,1981-10-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-MEXICO: 25/10/1981 03:22:15.5,Earthquake mag: 7.3; Max water height (m): 0.09; Magnitude (Iida): NADeaths: NA,1981-10-25,1981-10-25,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINES: 11/01/1982 06:10:6.4,Earthquake mag: 7.1; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1982-01-11,1982-01-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-JAVA TRENCH: 24/02/1982 04:22:40.3,Earthquake mag: 5.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1982-02-24,1982-02-24,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SUMBAWA ISLAND: 11/03/1982 10:32:27.1,Earthquake mag: 6.6; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1982-03-11,1982-03-11,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HOKKAIDO ISLAND: 21/03/1982 02:32:7.7,Earthquake mag: 6.9; Max water height (m): 1.3; Magnitude (Iida): 0.4Deaths: NA,1982-03-21,1982-03-21,31,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-IBARAKI, JAPAN: 23/07/1982 14:23:53.5",Earthquake mag: 7.2; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1982-07-23,1982-07-23,22,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TONGA-KERMADEC ISLANDS: 19/12/1982 17:43:54.8,Earthquake mag: 7.5; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1982-12-19,1982-12-19,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-FLORES SEA: 25/12/1982 12:28:2.8,Earthquake mag: 6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1982-12-25,1982-12-25,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-S. OF HONSHU ISLAND: 28/12/1982 06:37:42.5,Earthquake mag: 6.4; Max water height (m): 0.19; Magnitude (Iida): -1.3Deaths: NA,1982-12-28,1982-12-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-IONIAN SEA: 17/01/1983 12:41:29.7,Earthquake mag: 7.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1983-01-17,1983-01-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-BANDA SEA: 12/03/1983 01:36:35.8,Earthquake mag: 6.9; Max water height (m): 3; Magnitude (Iida): 1.6Deaths: NA,1983-03-12,1983-03-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-NEW BRITAIN: 18/03/1983 09:05:50,Earthquake mag: 7.9; Max water height (m): 0.13; Magnitude (Iida): -1.7Deaths: NA,1983-03-18,1983-03-18,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-NOSHIRO, JAPAN: 26/05/1983 02:59:59.6",Earthquake mag: 7.8; Max water height (m): 14.93; Magnitude (Iida): 3.9Deaths: 100,1983-05-26,1983-05-26,230,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-NOSHIRO, JAPAN: 09/06/1983 12:49:3.8",Earthquake mag: 5.9; Max water height (m): 0.6; Magnitude (Iida): NADeaths: NA,1983-06-09,1983-06-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-N. HONSHU ISLAND: 21/06/1983 06:25:27.3,Earthquake mag: 6.9; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1983-06-21,1983-06-21,27,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-NORTH AEGEAN SEA: 06/08/1983 15:43:51.2,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1983-08-06,1983-08-06,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"RUSSIA-KAMCHATKA BAY, RUSSIA: 17/08/1983 10:55:54.1",Earthquake mag: 7.1; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1983-08-17,1983-08-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-LUZON ISLAND: 17/08/1983 12:17:56,Earthquake mag: 6.6; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1983-08-17,1983-08-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-LESSER SUNDA ISLANDS: 17/08/1983 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1983-08-17,1983-08-17,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-WESTERN NORWAY: 18/08/1983 09:NA:NA,Earthquake mag: NA; Max water height (m): 7; Magnitude (Iida): NADeaths: NA,1983-08-18,1983-08-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 04/10/1983 18:52:13.3,Earthquake mag: 7.7; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1983-10-04,1983-10-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,UK TERRITORY-CHAGOS ARCHIPELAGO REGION: 30/11/1983 17:46:0.6,Earthquake mag: 7.7; Max water height (m): 1.5; Magnitude (Iida): -1.3Deaths: NA,1983-11-30,1983-11-30,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SULAWESI: 08/01/1984 15:24:13.5,Earthquake mag: 6.8; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1984-01-08,1984-01-08,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREECE-CORINTHOS GULF, GREECE: 11/02/1984 08:02:52.1",Earthquake mag: 5.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1984-02-11,1984-02-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 24/03/1984 09:44:2.6,Earthquake mag: 7.2; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1984-03-24,1984-03-24,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-TORI SHIMA, OKINAWA: 13/06/1984 02:29:25.3",Earthquake mag: 5.5; Max water height (m): 0.5; Magnitude (Iida): 0.6Deaths: NA,1984-06-13,1984-06-13,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KYUSHU, JAPAN: 06/08/1984 19:06:38.3",Earthquake mag: 7; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1984-08-06,1984-08-06,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CAMEROON-LAKE MONOUN: 15/08/1984 NA:NA:NA,Earthquake mag: NA; Max water height (m): 5; Magnitude (Iida): NADeaths: NA,1984-08-15,1984-08-15,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU ISLAND: 18/09/1984 17:02:44.3,Earthquake mag: 6.9; Max water height (m): 0.13; Magnitude (Iida): -3.3Deaths: NA,1984-09-18,1984-09-18,12,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 28/12/1984 10:37:53.7,Earthquake mag: 6.8; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1984-12-28,1984-12-28,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 03/03/1985 22:47:9.5,Earthquake mag: 8; Max water height (m): 3.5; Magnitude (Iida): 1.6Deaths: NA,1985-03-03,1985-03-03,64,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GUADELOUPE (FRENCH TERRITORY)-GUADELOUPE: 16/03/1985 14:54:0.7,Earthquake mag: 6.4; Max water height (m): 0.12; Magnitude (Iida): -3.3Deaths: NA,1985-03-16,1985-03-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-BALI ISLAND: 13/04/1985 01:06:0.1,Earthquake mag: 6.2; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1985-04-13,1985-04-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-NEW IRELAND: 03/07/1985 04:36:51.7,Earthquake mag: 7.3; Max water height (m): 1.3; Magnitude (Iida): 0.4Deaths: NA,1985-07-03,1985-07-03,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-MEXICO: 19/09/1985 13:17:47.3,Earthquake mag: 8; Max water height (m): 3; Magnitude (Iida): 1.6Deaths: NA,1985-09-19,1985-09-19,19,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-MEXICO: 21/09/1985 01:37:13.4,Earthquake mag: 7.6; Max water height (m): 1.2; Magnitude (Iida): 0.3Deaths: NA,1985-09-21,1985-09-21,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 07/05/1986 22:47:10.8",Earthquake mag: 8; Max water height (m): 0.9; Magnitude (Iida): -0.1Deaths: NA,1986-05-07,1986-05-07,66,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 17/05/1986 16:20:22.2",Earthquake mag: 6.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1986-05-17,1986-05-17,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CAMEROON-LAKE NYOS: 21/08/1986 NA:NA:NA,Earthquake mag: NA; Max water height (m): 75; Magnitude (Iida): NADeaths: NA,1986-08-21,1986-08-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-KERMADEC ISLANDS: 20/10/1986 06:46:9.9,Earthquake mag: 7.8; Max water height (m): 0.22; Magnitude (Iida): -2.18Deaths: NA,1986-10-20,1986-10-20,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN: 14/11/1986 21:20:10.5,Earthquake mag: 7.8; Max water height (m): 0.3; Magnitude (Iida): NADeaths: NA,1986-11-14,1986-11-14,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-E. HONSHU ISLAND: 06/02/1987 13:16:17.8,Earthquake mag: 6.7; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1987-02-06,1987-02-06,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 08/02/1987 18:33:58.3,Earthquake mag: 7.4; Max water height (m): 1.5; Magnitude (Iida): 1Deaths: NA,1987-02-08,1987-02-08,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-WESTERN NORWAY: 21/02/1987 07:40:NA,Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1987-02-21,1987-02-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 05/03/1987 09:17:5.2,Earthquake mag: 7.6; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1987-03-05,1987-03-05,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-KYUSHU ISLAND: 18/03/1987 03:36:30.3,Earthquake mag: 6.7; Max water height (m): 0.04; Magnitude (Iida): -3.3Deaths: NA,1987-03-18,1987-03-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU ISLAND: 24/03/1987 12:49:47,Earthquake mag: 5.1; Max water height (m): 0.16; Magnitude (Iida): NADeaths: NA,1987-03-24,1987-03-24,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-DEEP COVE: 20/05/1987 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1987-05-20,1987-05-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 18/06/1987 14:03:16.7,Earthquake mag: 6.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1987-06-18,1987-06-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-VANUATU ISLANDS: 06/07/1987 02:49:42.7,Earthquake mag: 6.7; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1987-07-06,1987-07-06,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TONGA-TONGA ISLANDS: 06/10/1987 04:19:06,Earthquake mag: 7.3; Max water height (m): 0.25; Magnitude (Iida): -3.3Deaths: NA,1987-10-06,1987-10-06,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 12/10/1987 13:57:4.7,Earthquake mag: 7; Max water height (m): 0.04; Magnitude (Iida): -0.5Deaths: NA,1987-10-12,1987-10-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 16/10/1987 20:48:1.6,Earthquake mag: 7.4; Max water height (m): 0.07; Magnitude (Iida): -3.3Deaths: NA,1987-10-16,1987-10-16,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-GULF OF ALASKA, AK: 17/11/1987 08:46:53.3",Earthquake mag: 7.2; Max water height (m): 0.06; Magnitude (Iida): -3.3Deaths: NA,1987-11-17,1987-11-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-TIMOR SEA: 26/11/1987 01:43:14,Earthquake mag: 6.6; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1987-11-26,1987-11-26,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-GULF OF ALASKA, AK: 30/11/1987 19:23:19.5",Earthquake mag: 7.9; Max water height (m): 0.43; Magnitude (Iida): -1Deaths: NA,1987-11-30,1987-11-30,10,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 05/02/1988 14:01:2.7,Earthquake mag: 7.2; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1988-02-05,1988-02-05,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-GULF OF ALASKA, AK: 06/03/1988 22:35:36.9",Earthquake mag: 7.8; Max water height (m): 0.19; Magnitude (Iida): -2.3Deaths: NA,1988-03-06,1988-03-06,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"ITALY-LA FOSSA VOLCANO, VULCANO IS.: 20/04/1988 05:30:NA",Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1988-04-20,1988-04-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-S. CALIFORNIA: 30/04/1988 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1988-04-30,1988-04-30,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-NORTH OF LUZON ISLAND: 24/06/1988 02:06:26.3,Earthquake mag: 5.4; Max water height (m): 1.03; Magnitude (Iida): NADeaths: NA,1988-06-24,1988-06-24,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-PAPUA NEW GUINEA: 05/07/1988 20:32:7.2,Earthquake mag: 6.8; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1988-07-05,1988-07-05,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"BANGLADESH-JAMUNA RIVER, ARICHA, BANGLADESH: 06/08/1988 00:36:24.6",Earthquake mag: 7.2; Max water height (m): NA; Magnitude (Iida): NADeaths: 2,1988-08-06,1988-08-06,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 10/08/1988 04:38:29.2,Earthquake mag: 7.6; Max water height (m): 0.09; Magnitude (Iida): -3.3Deaths: 1,1988-08-10,1988-08-10,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,BANGLADESH-BANGLADESH: 20/08/1988 23:09:9.5,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): NADeaths: 2,1988-08-20,1988-08-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,AUSTRALIA-MACQUARIE ISLAND: 23/05/1989 10:54:46.3,Earthquake mag: 8.1; Max water height (m): 0.15; Magnitude (Iida): -1.7Deaths: NA,1989-05-23,1989-05-23,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-HAWAII: 26/06/1989 03:27:3.9,Earthquake mag: 6.5; Max water height (m): 0.29; Magnitude (Iida): -1.7Deaths: NA,1989-06-26,1989-06-26,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-SEMIDI ISLANDS, AK: 04/09/1989 13:14:58.2",Earthquake mag: 7.1; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1989-09-04,1989-09-04,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-N. CALIFORNIA: 18/10/1989 00:04:15.2,Earthquake mag: 6.9; Max water height (m): 1; Magnitude (Iida): -3.3Deaths: NA,1989-10-18,1989-10-18,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-N. HONSHU ISLAND: 29/10/1989 05:25:38.2,Earthquake mag: 6.5; Max water height (m): 0.11; Magnitude (Iida): NADeaths: NA,1989-10-29,1989-10-29,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"ALGERIA-ALGIERS, CHERCHELL, TIPAZA: 29/10/1989 19:09:12.9",Earthquake mag: 5.9; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1989-10-29,1989-10-29,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA TERRITORY-PUERTO RICO: 01/11/1989 10:25:52.2,Earthquake mag: 4.4; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1989-11-01,1989-11-01,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-JAPAN: 01/11/1989 18:25:34.9,Earthquake mag: 7.4; Max water height (m): 0.9; Magnitude (Iida): -0.7Deaths: NA,1989-11-01,1989-11-01,12,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINES: 08/02/1990 07:15:32.2,Earthquake mag: 6.6; Max water height (m): 2.1; Magnitude (Iida): NADeaths: NA,1990-02-08,1990-02-08,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-JAPAN: 20/02/1990 06:53:39.8,Earthquake mag: 6.4; Max water height (m): 0.16; Magnitude (Iida): -1.7Deaths: NA,1990-02-20,1990-02-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,COSTA RICA-COSTA RICA: 25/03/1990 13:22:55.6,Earthquake mag: 7; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1990-03-25,1990-03-25,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA TERRITORY-MARIANA TRENCH, N. MARIANA ISLANDS: 05/04/1990 21:12:35.5",Earthquake mag: 7.5; Max water height (m): 1.8; Magnitude (Iida): -1Deaths: NA,1990-04-05,1990-04-05,34,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PHILIPPINES-CANIGUIN IS.,PHILIPPINES: NA/05/1990 NA:NA:NA",Earthquake mag: NA; Max water height (m): 5; Magnitude (Iida): NADeaths: NA,,,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,IRAN-CASPIAN SEA: 20/06/1990 21:00:9.9,Earthquake mag: 7.3; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1990-06-20,1990-06-20,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-W. OF BONIN ISLANDS, IZU IS., JAPAN: 23/09/1990 21:13:7.4",Earthquake mag: 6.5; Max water height (m): 0.2; Magnitude (Iida): NADeaths: NA,1990-09-23,1990-09-23,4,DOI:10.7289/V5PN93H7,2023-02-02
